Month,DayofMonth,Origin,Dest,O_Latitude,O_Longitude,D_Latitude,D_Longitude
1,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
1,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
2,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,31,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,31,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,31,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
3,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,3,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
4,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,31,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,1,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,31,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
5,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,13,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,3,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,26,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,18,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,10,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,15,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,5,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,23,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,4,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,9,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,19,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
6,29,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,3,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,6,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,8,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,11,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,16,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,20,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,24,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,25,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,30,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,14,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,21,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,28,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,2,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,7,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,12,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,17,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,22,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
7,27,SFO,SNA,37.61897222,-122.3748889,33.67566667,-117.8682222
